배치번호	반응/증류/결정화/포장								반응/증류/결정화/포장							반응/증류/결정화/포장										반응/증류/결정화/포장			반응/증류/결정화/포장						반응/증류/결정화/포장									반응/증류/결정화/포장	반응/증류/결정화/포장		반응/증류/결정화/포장														반응/증류/결정화/포장									반응/증류/결정화/포장	반응/증류/결정화/포장												
	원료투입								승온/DMSC 적가							EA증류/분석										EA증류/반응/샘플링			원료투입						Reflux/이송									결정화	여과		RINSE1														RINSE2									건조	포장												
	투입량[K2CO3(P)]	원료 투입 시작	투입량[EtOAc]	투입량[D-EA]	CCIM 투입량 합계[CCIM]	CCIM 순수량 합계	CCIM 평균 순도	원료 투입 시간	승온 시간	Reflux 시간	적가 시작 내부온도	DMSC 투입량 합계[DMSC]	Taverage	적가 종료 내부온도	DMSC 적가 시간	투입량[EtOAc]	투입량[D-EA]	EA 상압증류 시간	샘플링 시각	CCIM	IKF-916	ISO-916	투입량[K2CO3(P)]	DMSC 투입량 합계[DMSC]	원료 투입 시간	EA 진공증류 시간	반응/샘플링 시간	Sub total 시간	원료 투입 시작 내부온도	투입량[D-EA]	투입량[EtOAc]	투입량[H2O]	원료 투입 종료 내부온도	원료 투입 시간	승온 시작 내부온도	승온 시간	Reflux 시작 내부온도	Reflux 시간	CW 냉각 시작 내부온도	CW 냉각 시간	이송 시작 내부온도	이송 시간	Sub total 시간	BR 냉각 시간	투입량[H2O]	여과/탈액 시간	투입량[H2O]	1차 H2O Rinse 시간	투입량[H2O]	2차 H2O Rinse 시간	투입량[D-MeOH]	투입량[MeOH]	투입량[NaOH 25%]	투입량[H2O]	MeOH Rinse 시간	CCIM-AM	CCIM	IKF-916	ISO-916	3C	투입량[D-MeOH]	투입량[MeOH]	투입량[NaOH 25%]	투입량[H2O]	Repulping 시간	투입량[D-MeOH]	투입량[MeOH]	MeOH Rinse 시간	Sub total 시간	건조 시간	이전 Batch 잔량	총 포장량	NET 수량	현 Batch 잔량	현 Batch 생산량	포장 시간	수율	CCIM-AM	CCIM	IKF-916	ISO-916	3C	Total 시간
IKF24046	950.0	2024-08-21 14:20	240.0	2,400.0	1,433.8	1,319.524	92.03	00:40	01:00	01:00	82.7	1,000.0	79.9	77.0	00:30	500.0		01:30	2024-08-21 19:00	8.2	73.4	18.3	0.0	130.0	00:20	02:30	01:40	09:40	75.9	1,070.0		2,800.0	47.6	00:30	50.7	00:50	68.4	01:00	73.5	05:30	38.8	01:00	08:50	03:30	800.0	02:00	2,000.0	01:00	2,000.0	01:00	1,040.0		38.0		01:00	0.21	0.54	98.31	0.94	0.0	2,930.0		4.2		02:00		1,300.0	02:00	09:00	10:10	33.0	1,700.0	1,667.0		1,667.0	01:00	84.666	0.01	0.09	98.89	0.0	0.92	42:10
IKF24047	950.0	2024-08-22 14:20		2,640.0	1,431.6	1,319.461	92.167	00:40	01:00	01:00	82.2	1,000.0	79.6	76.0	00:30	500.0		01:30	2024-08-22 19:00	8.6	73.5	17.8	0.0	130.0	00:10	02:30	02:00	09:50	75.2	1,070.0		2,800.0	58.6	00:20	62.4	00:45	66.2	01:00	73.2	04:45	40.2	01:00	07:50	03:00	800.0	02:00	2,000.0	01:00	2,000.0	01:00	1,040.0		38.0		01:00	0.21	0.44	98.37	0.98	0.0	2,930.0		4.2		02:00		1,300.0	02:00	09:00	09:40	41.0	1,700.0	1,659.0		1,659.0	01:00	84.263	0.02	0.09	98.82	0.0	0.97	40:20
IKF24048	950.0	2024-08-23 14:20		2,640.0	1,434.8	1,319.47	91.962	00:40	01:00	01:00	82.3	1,000.0	79.7	76.4	00:30	500.0		01:30	2024-08-23 19:00	7.5	72.5	20.0	0.0	120.0	00:10	02:30	02:20	10:20	52.0	1,070.0		2,800.0	42.8	00:10	42.3	00:50	70.2	01:00	72.7	05:10	40.7	00:40	07:50	05:50	800.0	02:00	2,000.0	01:00	2,000.0	01:00	1,040.0		38.0		01:30	0.28	0.88	97.67	0.97	0.0	2,930.0		4.2		01:30		1,300.0	02:30	09:30	10:20	19.0	1,700.0	1,681.0		1,681.0	01:00	85.38	0.01	0.08	98.86	0.0	0.95	44:50
IKF24049	950.0	2024-08-24 14:20		2,640.0	1,434.1	1,319.491	92.008	00:40	01:00	01:00	82.8	1,000.0	79.5	75.2	00:30	500.0		01:30	2024-08-24 19:00	7.7	74.3	18.0	0.0	120.0	00:10	02:30	01:30	09:20		1,070.0		2,800.0	41.9	00:30	41.4	6576:50	70.6	01:00	71.1	03:20	37.7	00:40	6582:20	05:50	800.0	01:50	2,000.0	00:40	1,900.0	01:30	1,040.0		38.0		01:30	0.24	0.58	98.18	0.89	0.0	2,930.0		4.2		02:10		1,300.0	02:20	10:00	09:30	27.0	1,800.0	1,773.0		1,773.0	01:00	90.052	0.01	0.14	98.91	0.0	0.86	6618:00
IKF24050	950.0	2024-08-25 14:20		2,640.0	1,434.8	1,319.547	91.967	00:40	01:00	01:00	82.5	1,000.0	81.1	79.1	00:30	500.0		01:30	2024-08-25 19:00	4.6	80.4	15.0	0.0	120.0	00:10	02:30	03:30	11:20	74.8	1,070.0		2,800.0	40.6	00:30	40.6	01:00	71.2	01:00		03:30	41.3	00:50	06:50	05:10	800.0	01:50	2,000.0	01:00	1,900.0	01:20	1,040.0		38.0		01:20	0.33	1.08	97.41	0.0	0.99	2,930.0		4.2		02:30		1,300.0	02:00	10:00	09:30		1,700.0	1,700.0		1,700.0	01:00	86.34	0.02	0.13	98.76	0.0	1.0	43:50
IKF24051	950.0	2024-08-26 14:20		2,640.0	1,433.0	1,319.515	92.081	00:40	01:00	01:00	82.2	1,000.0	80.0	76.4	00:30	500.0		01:30	2024-08-26 19:00	7.2	75.8	17.0		120.0	00:10	02:30	01:30	09:50	75.3	1,070.0		2,800.0	39.6	00:30	39.7	01:00	70.9	01:00		04:20	40.9	00:50	07:40	05:30	800.0	02:00	2,000.0	00:50	1,900.0	01:20	1,040.0		3.8		01:30	0.33	0.83	97.77	0.0	0.93		2,930.0	4.2		02:10		1,300.0	02:20	10:10	09:30		1,700.0	1,700.0		1,700.0	01:00	86.342	0.01	0.08	98.92	0.0	0.98	43:40
IKF24052	950.0	2024-08-27 14:20		2,640.0	1,433.4	1,319.491	92.053	00:40	01:00	01:00	82.4	1,000.0	78.7	74.6	00:30	500.0		01:30	2024-08-27 19:00	9.3	72.0	18.7	0.0	140.0	00:10	02:30	02:20	10:10	74.8	1,070.0		2,800.0	39.4	00:30	39.2	01:00	71.2	01:00	72.5	04:30	40.2	00:40	07:40	05:30	800.0	02:00	2,000.0	00:40	1,900.0	01:20	1,040.0		38.0		01:40	0.22	0.64	98.06	0.0	0.97	2,930.0		4.2		02:10		1,300.0	02:20	10:10	09:30		1,700.0	1,700.0		1,700.0	01:00	86.344	0.01	0.08	98.92	0.0	0.99	44:00
IKF24053	950.0	2024-08-28 14:20		2,640.0	1,434.1	1,319.491	92.008	00:40	01:00	01:00	82.5	1,000.0	79.2	75.2	00:30	500.0		01:30	2024-08-28 19:00	10.4	67.9	21.7	0.0	150.0	00:10	02:30	02:20	10:10	74.9	1,070.0		2,800.0	39.0	00:30	39.0	01:00		01:00	72.6	04:20	41.1	00:40	07:30	05:40	800.0	01:50	2,000.0	00:50	1,900.0	01:10	1,040.0		38.0		01:40	0.31	0.68	97.94	0.0	0.93	2,930.0		4.2		02:10		1,300.0	02:20	10:00	09:30		1,700.0	1,700.0		1,700.0	01:00	86.344	0.01	0.07	98.85	0.0	0.99	43:50
IKF24054	950.0	2024-08-29 14:30		2,640.0	1,435.4	1,318.671	91.868	00:30	01:00	01:00	82.4	1,000.0	78.7	74.6	00:30	500.0		01:30	2024-08-29 19:00	6.9	76.0	17.1		125.0	00:20	02:30	02:30	10:20	63.5	1,070.0		2,800.0	40.0	00:30	39.5	01:00	71.0	01:00	72.3	04:20	40.5	00:40	07:30	05:30	800.0	02:00	2,000.0	00:40	1,900.0	01:20	1,040.0		38.0		01:30	0.3	0.71	97.82	0.0	1.01	2,930.0		4.2		02:10		1,300.0	02:20	10:00	09:30	0.0	1,800.0	1,800.0		1,800.0	01:10	91.48	0.01	0.07	98.81	0.0	1.02	44:00
IKF24055	950.0	2024-08-30 14:20		2,640.0	1,438.6	1,319.46	91.718	00:40	01:00	01:00	81.8	1,000.0	79.2	76.4	00:30	500.0		01:30	2024-08-30 19:00	7.6	74.2	18.2	0.0	125.0	00:20	02:30	02:30	11:00	62.3	1,070.0		2,800.0	40.0	00:30	39.5	01:00	71.3	01:00	72.4	03:40	38.0	00:30	06:40	06:00	800.0	02:00	2,000.0	00:40	1,900.0	01:50	1,040.0		38.0		01:30	0.27	0.56	98.05	0.0	1.0	2,930.0		4.2		02:00		1,300.0	02:30	10:30	09:30	0.0	1,700.0	1,700.0	0.0	1,700.0	01:00	86.346	0.01	0.07	98.88	0.0	0.97	44:40
IKF24056	950.0	2024-08-31 14:20		2,640.0	1,437.3	1,319.551	91.808	00:40	01:00	01:00	82.7	1,000.0	80.3	75.2	00:30	500.0		01:30	2024-08-31 19:00	7.8	71.4	20.8		125.0	00:20	02:30	02:30	10:20	66.4	1,070.0		2,800.0	38.2	00:30	38.1	01:00	70.8	01:00	72.5	03:50	39.5	01:00	07:20	05:30		02:00	2,000.0	01:00	2,000.0	01:30	1,040.0		38.0		01:30	0.26	0.62	98.02	0.0	0.99	2,930.0		4.2		02:10		1,300.0	02:20	10:30	09:00		1,700.0	1,700.0		1,700.0	00:20	86.34	0.01	0.1	98.85	0.0	0.97	43:00
IKF24057	950.0	2024-09-01 14:20		2,640.0	1,432.7	1,319.4	92.092	00:40	01:00	01:00	82.2	1,000.0	80.9	74.5	00:30	500.0		01:30	2024-09-01 19:00	10.6	72.5	16.9		155.0	00:20	02:30	02:30	10:30	75.4	1,070.0		2,800.0	56.9	00:30	58.4	01:10	63.3	01:00	71.8	03:50	37.4	01:00	07:30	05:30	800.0	02:00	2,000.0	01:00	2,000.0	01:30	1,040.0		38.0		01:30	0.18	1.14	97.57	0.0	0.97		2,930.0	4.2		02:10		1,300.0	02:20	10:30	10:00		1,800.0	1,800.0		1,800.0	01:00	91.429	0.01	0.11	98.88	0.0	0.94	45:00
IKF24058	950.0	2024-09-02 14:20		2,640.0	1,432.9	1,319.0	92.051	00:40	01:00	01:00	82.5	1,000.0	81.3	77.5	00:30	500.0		01:30	2024-09-02 19:00	7.4	74.5	18.1		125.0	00:20	02:30	02:30	10:30	75.0	1,070.0		2,800.0	38.8	00:40	38.9	01:10	70.3	01:00	72.1	03:00	40.2	01:00	06:50	05:30	800.0	02:00	2,000.0	01:00	2,000.0	01:30	1,040.0		38.0		01:30	0.22	0.67	98.0	0.0	1.01	2,930.0		4.2		02:10		1,300.0	02:20	10:30	10:00		1,700.0	1,700.0		1,700.0	00:40	86.376	0.01	0.08	98.87	0.0	0.98	44:00
IKF24059	950.0	2024-09-03 14:20		2,640.0	1,433.8	1,319.0	91.993	00:40	01:00	01:00	82.5	1,000.0	81.0	77.2	00:30	500.0		01:30	2024-09-03 19:00	7.9	66.1	26.0		125.0	00:20	02:30	03:30	11:30	74.3	1,070.0		2,800.0	39.1	00:40	38.6	00:50	68.2	01:00	71.9	03:00	38.1	01:00	06:30	05:30	800.0	02:00	2,000.0	01:00	2,000.0	01:30	1,040.0		38.0		01:30	0.16	1.08	97.68	0.0	1.03	2,930.0		4.2		02:10		1,300.0	02:20	10:30	10:00		1,800.0	1,800.0		1,800.0	01:00	91.457	0.01	0.1	98.83	0.0	0.99	45:00
IKF24060	950.0	2024-09-04 15:20		2,640.0	1,434.9	1,319.4	91.951	00:40	01:00	01:00	82.6	1,000.0	80.1	75.1	00:30	500.0		01:30	2024-09-04 20:00	6.8	72.7	20.5		125.0	00:20	02:30	02:30	10:30	61.5	1,070.0		2,800.0		00:40	41.9	00:50	68.0	01:00	71.5	02:30	38.6	01:00	06:00	05:10	800.0	02:00	2,000.0	01:00	2,000.0	01:30	1,040.0		38.0		01:30	0.26	0.74	97.93	0.0	1.02	2,930.0		4.2		02:10		1,300.0	02:20	10:30	10:00		1,700.0	1,700.0		1,700.0	00:20	86.35	0.01	0.1	98.82	0.0	0.99	42:30
IKF24061	950.0	2024-09-05 14:20		2,640.0	1,435.9	1,319.495	91.893	00:40	01:00	01:00	82.1	1,000.0	79.3	75.9	00:30	500.0		01:30	2024-09-05 19:00	8.0	73.6	18.4		130.0	00:20	02:30	02:10	10:10	75.1	1,070.0		2,800.0	63.5	00:30	41.3	01:10		01:00	72.0	04:10	37.3	01:00	07:50	05:20	800.0	02:00	2,000.0	01:00	2,000.0	01:30	1,040.0		38.0		01:30	0.27	0.63	98.09	0.0	0.96	2,930.0		4.2		02:10		1,300.0	02:20	10:30	10:30		1,800.0	1,800.0		1,800.0	01:00	91.423	0.01	0.09	98.92	0.0	0.91	45:20
IKF24062	950.0	2024-09-06 14:20		2,640.0	1,434.1	1,319.463	92.006	00:40	01:00	01:00	83.0	1,000.0	79.3	76.3	00:30	500.0		01:30	2024-09-06 19:00	8.9	75.2	15.9		135.0	00:20	02:30	02:30	10:30	75.2	1,070.0		2,800.0	40.2	00:40	41.0	01:00	69.2	01:00	71.8	03:30	39.5	01:00	07:10	05:00	800.0	02:00	2,000.0	01:00	2,000.0	01:40	1,040.0		38.0		01:20	0.35	1.0	97.64	0.0	0.92	2,930.0		8.4		02:10		1,300.0	02:20	10:30	10:30		1,800.0	1,800.0	0.0	1,800.0	01:00	91.425	0.01	0.09	98.89	0.0	0.91	44:40
IKF24062H1																												0															0																										0			100.0	100.0	15.0	115.0	01:30							01:30
IKF24063	950.0	2025-10-11 14:30		2,640.0	38.4	1,319.478	3,436.141	00:10	01:20	01:00	83.0	1,000.0	79.5	75.8	00:30	500.0		01:30	2024-10-11 19:00	9.1	70.9	20.0		145.0	00:20	02:30	02:40	10:10	75.4	1,070.0		3,000.0	41.8	00:40	41.2	01:10	72.6	01:00	73.1	03:30	39.1	01:00	07:20	05:30	800.0	01:50	1,900.0	01:00	1,900.0	00:40		1,040.0	38.0		01:10	0.45	0.68	97.79	0.0	0.93		2,930.0	4.2		01:20		1,300.0	02:00	08:00	09:00		1,600.0	1,600.0		1,600.0	01:00	81.266	0.02	0.11	98.88	0.0	0.9	41:00
IKF24064	950.0	2024-10-12 14:20	100.0	2,540.0	1,433.6	1,319.478	92.039	00:20	01:20	01:00	81.9	1,000.0	77.5	76.2	00:30	500.0		01:30	2024-10-12 19:00	10.2	72.9	16.9		155.0	00:20	02:30	03:30	11:30	75.1	1,070.0		3,000.0	38.4	00:35	37.9	00:55	69.6	01:00	72.7	03:00	39.1	01:00	06:30	03:00	800.0	01:50	2,000.0	00:50	1,900.0	01:00	1,040.0		38.0		01:00	0.33	0.61	98.1	0.0	0.87	2,930.0		4.2		01:50	0.0	1,300.0	01:50	08:20	10:00		1,700.0	1,700.0		1,700.0	01:00	86.345	0.02	0.1	98.94	0.0	0.84	40:20
IKF24065	950.0	2025-10-13 14:20	100.0	2,540.0	1,433.6	1,319.478	92.039	00:40	01:00	01:00	83.4	1,000.0	77.8	73.1	00:30	500.0		01:30	2024-10-13 19:00	8.5	75.0	16.5		135.0	00:20	02:30	02:00	10:00	67.4	1,070.0		3,000.0	42.0	00:35	41.2	01:05	67.9	01:00	71.5	03:20	39.1	01:00	07:00	03:00	800.0	01:50	2,000.0	00:50	1,900.0	01:10	1,040.0		38.0		01:20	0.33	0.47	98.22	0.0	0.88	2,930.0		4.2		01:40	0.0	1,300.0	01:50	08:40	10:00		1,700.0	1,700.0		1,700.0	00:40	86.345	0.03	0.08	98.94	0.0	0.95	39:20
IKF24066	950.0	2024-10-14 14:20		2,640.0	1,434.2	1,319.495	92.002	00:40	01:00	01:00	83.7	1,000.0	77.2	75.1	00:30	500.0		01:30	2024-10-14 19:00	8.9	77.0	14.1		150.0	00:20	02:30	03:00	11:00	69.7	1,070.0		3,000.0	35.0	00:30	38.3	01:20	64.8	01:00	71.9	03:10	38.6	01:00	07:00	05:30	800.0	02:30	2,000.0	00:40	1,900.0	01:20	1,040.0		38.0		01:00	0.42	0.67	97.8	0.0	0.95	2,930.0		4.2		01:40		1,300.0	01:50	09:00	10:40		1,800.0	1,800.0		1,800.0	00:50	91.423	0.03	0.09	98.81	0.0	1.0	44:00
IKF24067	950.0	2024-10-15 14:20		2,640.0	1,434.5	1,319.519	91.985	00:40	01:00	01:00	82.8	1,000.0	81.5	76.6	00:30	500.0		01:30	2024-10-15 19:00	7.1	75.2	17.6		130.0	00:20	02:30	03:00	11:00	74.7	1,070.0		2,800.0	36.8	00:30	36.4	01:10	67.0	01:00	72.3	02:40	42.0	01:00	06:20	05:30	800.0	02:00	2,000.0	00:50	1,900.0	01:10	1,040.0		38.0		01:20	0.27	0.71	97.96	0.0	0.95	2,930.0		4.2		01:40	0.0	1,300.0	01:50	08:50	34:10		1,800.0	1,800.0		1,800.0	01:00	91.421	0.02	0.12	98.85	0.0	1.01	66:50
IKF24068	950.0	2024-10-16 14:20		2,640.0	1,435.9	1,319.52	91.895	00:40	01:00	01:00	84.6	1,000.0	78.8	75.9	00:30	500.0		01:30	2024-10-16 19:00	11.0	76.2	12.8		170.0	00:20	02:30	02:50	10:50	75.7	1,070.0		3,000.0	37.2	00:30	36.9	01:10	64.0	01:00		03:30	39.4	01:00	07:10	05:30	800.0	02:00	2,000.0	00:50	1,900.0	01:10	1,040.0		38.0		01:20	0.27	0.81	98.01	0.0	0.87	2,930.0		4.2		01:40	0.0	1,300.0	01:50	08:50		15.0	1,700.0	1,685.0		1,685.0	01:00	85.58	0.02	0.11	98.96	0.0	0.4	33:20
IKF24069	950.0	2024-10-17 14:20		2,640.0	1,440.1	1,319.464	91.623	00:40	01:00	01:00	85.2	1,000.0	81.7	77.2	00:30	500.0		01:30	2024-10-17 19:00	13.7	74.5	11.7		170.0	00:10	02:30	03:10	11:00	75.8	1,070.0		2,800.0	35.0	00:30	34.7	01:20	64.6	01:00		03:00	39.2	01:00	06:50	05:30	800.0	02:00	2,000.0	00:50	1,900.0	01:10	1,040.0		38.0		01:20	0.21	0.63	98.32	0.0	0.81	2,930.0	0.0	4.2	0.0	01:40	0.0	1,300.0	01:50	08:50	10:10		1,700.0	1,700.0		1,700.0	01:00	86.346	0.02	0.13	99.07	0.0	0.78	43:20
IKF24070	950.0	2024-10-18 14:20	100.0	2,540.0	1,439.4	1,319.52	91.672	00:40	01:00	01:00	73.6	1,000.0	79.4	73.6	00:00	500.0		01:30	2024-10-18 19:00	15.0	68.8	16.2		210.0	00:20	02:30	03:50	11:20	62.2	1,070.0		3,000.0	40.4	00:30	40.1	01:10	66.5	01:00	72.2	02:30	40.7	01:00	06:10	05:30	800.0	02:00	2,000.0	00:50	1,900.0	01:40	1,040.0		38.0		01:20	0.26	0.63	98.22	0.0	0.86	2,930.0		4.2		02:00	0.0	1,300.0	02:00	09:50	10:30		1,800.0	1,800.0		1,800.0	01:00	91.421	0.02	0.16	98.92	0.0	0.83	44:20
IKF24071	950.0	2024-11-02 13:50	140.0	2,500.0	1,432.5	1,319.527	92.114	00:20	01:20	01:30	82.2	1,000.0	79.0	75.5	00:26	500.0		01:30	2024-11-02 19:00	6.6	77.1	16.2	0.0	130.0	00:10	02:30	03:10	11:26	75.6	1,070.0		2,800.0	62.4	00:30	30.4	01:00	64.3	01:00	72.3	02:40	39.6	01:00	06:10	03:00	800.0	01:50	2,000.0	00:40	1,900.0	01:20		1,040.0	38.0		01:20	0.27	0.77	97.9	0.0	0.89		2,930.0	4.2		01:40		1,300.0	02:20	09:10	09:10	99.0	2,000.0	1,901.0		1,901.0	00:50	96.55	0.02	0.12	98.93	0.0	0.87	39:46
IKF24072	950.0	2024-11-03 14:20	240.0	2,400.0	1,430.6	1,319.487	92.233	00:40	00:30	01:30	82.7	1,000.0	81.3	77.7	00:30	500.0		01:30	2024-11-03 19:00	6.3	73.4	20.3		130.0	00:10	02:30	05:40	13:30	74.0	1,070.0		3,000.0	29.4	00:35	29.3	01:20	67.3	01:00	70.3	02:30	40.0	00:50	06:15	02:00	800.0	02:00	2,000.0	01:00	1,900.0	01:30	1,040.0		38.0		01:00						2,930.0		4.2		02:40		1,300.0	02:20	10:30			1,800.0	1,800.0		1,800.0	00:40	91.423	0.02	0.11	98.95	0.0	0.88	32:55
IKF24073	950.0	2024-11-04 14:20		2,640.0	1,433.4	1,319.543	92.057	00:40	00:30	01:30	82.5	1,000.0	81.1	77.7	00:30	500.0		01:30	2024-11-04 19:00	7.1	70.9	22.0		130.0	00:10	02:30	06:00	13:50	72.9	1,070.0		3,000.0	30.0	00:30	29.7	01:10	67.2	01:00	70.3	02:20	39.8	01:00	06:00	01:30	800.0	01:50	2,000.0	01:00	1,900.0	01:30	1,040.0		38.0		01:00	0.17	0.52	98.31	0.0	0.96	2,930.0		4.2		02:10		1,300.0	02:20	09:50	10:00		1,800.0	1,800.0		1,800.0	00:50	91.419	0.02	0.11	98.89	0.0	0.93	42:00
IKF24074	950.0	2024-11-05 14:20		2,640.0	1,432.5	1,319.527	92.114	00:40	00:30	01:30	82.4	1,000.0	81.1	78.4	00:30	500.0		01:30	2024-11-05 19:00	7.4	71.2	21.4		130.0	00:10	02:30	05:45	13:25	60.3	1,070.0		3,000.0	31.1	00:30	30.8	01:20	69.2	01:00	69.9	02:30	39.9	00:40	06:00	02:00	800.0	02:00	2,000.0	01:30	1,900.0	01:00	1,040.0		38.0		01:00	0.26	0.42	98.35	0.0	0.9	2,930.0		4.2		02:10		1,300.0	02:20	10:00	09:30		1,800.0	1,800.0		1,800.0	00:40	91.42	0.02	0.11	98.87	0.0	0.95	41:35
IKF24075	950.0	2024-11-06 14:20		2,640.0	1,431.7	1,319.519	92.164	00:40	00:30	01:30	82.5	1,000.0	81.1	77.6	00:30	500.0		01:30	2024-11-06 19:00	5.2	74.4	20.3		130.0	00:10	02:30	04:00	11:40	73.2	1,070.0		3,000.0	28.5	00:30	27.9	01:10	68.6	01:10	71.6	02:20	42.0	00:50	06:00	02:00	800.0	02:00	2,000.0	01:30	1,900.0	01:00	1,040.0		38.0		01:00	0.22	0.42	98.4	0.0	0.9	2,930.0		4.2		02:10		1,300.0	02:21	10:01	33:00		1,800.0	1,800.0		1,800.0	00:30	91.421	0.02	0.12	98.88	0.0	0.98	63:11
IKF24076	950.0	2024-11-07 14:20		2,640.0	1,433.1	1,319.467	92.071	00:40	00:30	01:30	82.5	1,000.0	80.8	76.3	00:30	500.0		01:30	2024-11-07 19:00	8.4	72.2	19.4		140.0	00:10	02:30	03:00	10:50	74.3	1,070.0		3,000.0	28.6	00:30	28.4	01:10	68.7	01:00	71.3	03:25	39.3	00:40	06:45	02:10	800.0	02:00	2,000.0	01:30	1,900.0	01:00	1,040.0		38.0		01:00	0.25	0.73	98.11	0.0	0.84	2,930.0		4.2		02:10		1,300.0	02:20	10:00	10:30		1,800.0	1,800.0		1,800.0	01:00	91.425	0.03	0.1	98.94	0.0	0.93	41:15
IKF24077	950.0	2024-11-08 14:20		2,640.0	1,435.8	1,319.543	91.903	00:40	00:30	01:30	82.8	1,000.0	81.5	78.5	00:30	500.0		01:30	2024-11-08 19:00	6.2	69.6	24.1		130.0	00:10	02:30	04:00	11:50	73.9	1,070.0		3,000.0	29.8	00:30	29.3	01:10	68.5	01:00	71.7	03:00	39.5	01:00	06:40	02:30	800.0	02:00	2,000.0	00:40	1,900.0	01:40	1,040.0		38.0		01:00	0.37	0.42	98.22	0.0	0.93		2,930.0	4.2		02:00		1,300.0	02:30	09:50	34:00		1,800.0	1,800.0		1,800.0	01:00	91.419	0.02	0.12	98.89	0.0	0.97	65:50
IKF24078	950.0	2024-11-09 14:30		2,640.0	1,436.8	1,319.483	91.835	00:30	00:30	01:30		1,000.0			00:30	500.0		01:30	2024-11-09 19:00	9.3	74.8	16.0		150.0	00:10	02:30	03:00	10:40	74.9	1,070.0		3,000.0	32.1	00:30	31.5	01:05	69.1	01:00	71.8	03:10	45.2	01:00	06:45	01:40	800.0	02:00	2,000.0	01:00	2,000.0	01:00	1,040.0		38.0		01:00	0.47	0.61	98.06	0.0	0.84	2,930.0		4.2		01:50		1,300.0	02:20	09:10	10:10		1,900.0	1,900.0		1,900.0	00:50	96.503	0.03	0.11	98.96	0.0	0.9	39:15
IKF24079	950.0	2024-11-14 14:20	0.0	2,640.0	1,437.2	1,319.512	91.811	00:40	01:00	01:00	82.5	1,000.0	80.2	76.6	00:30	500.0	0.0	01:30	2024-11-14 20:15	7.1	81.4	11.5	0.0	130.0	00:05	03:15	02:00	11:00	76.4	1,070.0		2,800.0	29.6	00:40	29.5	01:20	69.6	01:00	70.4	02:40	37.0	01:00	06:40	01:00	800.0	02:00	2,000.0	01:00	2,000.0	01:00	1,040.0		38.0		01:10	0.44	0.38	98.34	0.68	0.0	2,930.0		4.2		02:40		1,300.0	02:20	10:10	09:00		1,700.0	1,700.0		1,700.0	00:50	86.343	0.02	0.12	99.15	0.0	0.7	38:40
IKF24080	950.0	2024-11-16 14:30		2,640.0	1,436.3	1,319.468	91.866	00:30	01:00	01:00	81.8	1,000.0	78.1	74.6	00:30	500.0		01:30	2024-11-16 19:00	8.8	69.7	21.5		140.0	00:05	02:40	05:10	12:55	74.2	1,070.0		2,800.0		00:30	31.8	01:10	69.9	01:00	58.9	02:20	40.0	00:40	05:40	03:50	800.0	02:00	2,000.0	01:00	1,900.0	01:00	1,040.0		38.0		01:30	0.45	0.52	98.07	0.0	0.89	2,930.0		4.2		01:00		1,300.0	02:20	08:50	10:00		1,800.0	1,800.0		1,800.0	01:00	91.425	0.02	0.13	98.95	0.0	0.89	42:15
IKF24081	950.0	2024-11-17 14:30		2,640.0	1,438.0	1,319.464	91.757	00:30	01:00	01:00	83.5	1,000.0	78.4	76.3	00:30	500.0		01:30	2024-11-17 19:00	9.2	75.3	15.5		150.0	00:10	02:30	02:30	10:10	62.5	1,070.0		3,000.0	28.3	00:30	28.1	01:20	71.2	01:00	72.9	03:50	40.2	00:30	07:10	05:50		01:20	2,000.0	01:00	1,900.0	02:00	1,040.0		38.0		01:00	0.39	0.4	98.43	0.0	0.71	2,930.0		4.2		01:10		1,300.0	02:20	08:50	10:00		1,800.0	1,800.0		1,800.0	01:00	91.425	0.03	0.14	99.12	0.0	0.71	43:00
IKF24082	950.0	2024-11-18 14:30		2,640.0	1,437.6	1,319.488	91.784	00:30	01:00	01:00	83.3	1,000.0	79.6	76.3	00:30	500.0		01:30	2024-11-18 19:00	7.4	74.9	17.7		130.0	00:10	02:30	02:20	10:30	75.0	1,070.0		3,000.0	31.6	00:35	34.3	01:30	70.5	01:00	72.7	03:40	40.4	00:40	07:25	05:10	800.0	01:00	2,000.0	01:00	1,900.0	02:00	1,040.0		38.0		01:00	0.43	0.47	98.19	0.0	0.84	2,930.0		4.2		01:10		1,300.0	01:50	08:00	10:20		1,800.0	1,800.0		1,800.0	00:50	91.423	0.02	0.11	98.93	0.0	0.93	42:15
IKF24083	950.0	2024-11-19 14:30	140.0	2,500.0	1,437.2	1,319.484	91.809	00:30	01:00	01:00	82.4	1,000.0	80.2	76.4	00:30	500.0		01:30	2024-11-19 19:00	8.5	72.4	19.1		140.0	00:20	02:30	03:50	11:30	74.8	1,070.0		2,800.0		00:30	32.2	01:10	66.9	01:00	72.3	03:00	40.2	00:40	06:20	05:20	800.0	01:20	2,000.0	01:00	1,900.0	02:30	1,040.0		38.0		01:00	0.37	0.56	98.13	0.0	0.85	2,930.0		4.2		01:10		1,300.0	01:50	08:50	10:20		1,800.0	1,800.0		1,800.0	00:50	91.423	0.03	0.11	98.69	0.09	1.07	43:10
