기기 이름:		HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140	HiTemp140
기기 설명		온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거	온도 데이터 로거
일련 번호:		P86635	P86737	P86733	P86729	P86746	P86735	P86738	P86739	P86731	P86744	P86732	P86648	P86740	P86741	P86637	P86650	P86727
기기 ID:		MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel	MultiChannel
																		
		채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1	채널 1
Date	Time	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
2022-07-20	am 11:29:50	63.43	72.46	65.81	63.49	61.1	68.81	68.73	68.1	71.87	60.92	62.13	69.97	62.56	61.38	70.49	63.62	67.93
2022-07-20	am 11:30:00	61.57	70.51	64.65	62.39	59.74	66.77	64.61	66.12	70.08	59.76	60.76	68.54	60.99	59.9	70.01	62.3	66.17
2022-07-20	am 11:30:10	60.58	69.25	63.6	61.17	59.07	65.22	65.77	65.22	68.82	58.76	59.68	67.65	59.86	58.96	68.68	61.83	65.13
2022-07-20	am 11:30:20	59.83	68.34	63	60.49	58.16	64.49	64.85	64.5	67.58	58.12	59.3	66.84	59.21	58.49	67.91	61.2	64.41
2022-07-20	am 11:30:30	59.14	67.34	62.26	59.57	57.74	63.7	65.75	63.61	66.68	57.68	58.7	66.26	58.61	58.06	66.59	60.34	63.82
2022-07-20	am 11:30:40	58.49	66.35	61.46	59.17	56.83	62.8	64.88	62.76	66.35	57.23	58.04	65.78	58.21	57.5	65.91	59.81	63.18
2022-07-20	am 11:30:50	58.71	65.85	61.09	59.06	56.55	62.1	60.02	62.12	66.12	57.08	58.06	65.5	57.76	57.22	65.72	59.59	62.52
2022-07-20	am 11:31:00	57.84	65.45	60.27	58.69	55.92	61.42	65.06	61.31	65.65	56.17	57.4	64.83	57.47	56.71	64.52	58.8	61.85
2022-07-20	am 11:31:10	57.31	64.84	59.75	58.12	55.5	60.49	55.49	60.03	64.96	55.85	56.86	64.66	56.97	56.11	63.95	58.61	61.14
2022-07-20	am 11:31:20	56.92	64.01	59.17	57.7	54.86	59.72	68.08	59.22	64.5	55.25	56.35	64.35	56.74	55.53	63.27	57.98	60.36
2022-07-20	am 11:31:30	56.64	64.07	58.87	57.23	55.04	59.43	66.48	58.88	63.84	55.12	56.33	63.89	56.11	55.4	62.9	57.67	59.69
2022-07-20	am 11:31:40	56.01	63.94	58.7	57.09	54.56	59.44	63.19	58.54	63.55	54.75	55.66	63.54	55.85	54.85	62.87	57.19	59.24
2022-07-20	am 11:31:50	55.99	63.53	58.25	56.55	53.92	59.28	67	58.52	63.19	54.29	55.42	63.03	55.29	54.4	62	56.99	59.47
2022-07-20	am 11:32:00	56.14	63.4	57.51	56.21	52.67	59.01	58.91	58.58	62.85	53.64	55.32	62.81	55.07	53.89	61.25	57.1	59.95
2022-07-20	am 11:32:10	56.87	64.08	57.06	55.62	52.79	59.61	62.12	59.43	63.1	53.71	55.16	62.86	54.74	53.76	59.8	57.57	61.45
2022-07-20	am 11:32:20	57.51	64.66	56.9	55.73	52.48	60.23	61.21	59.67	63.65	53.58	55.28	63.24	55.21	53.46	58.97	57.73	61.54
2022-07-20	am 11:32:30	57.01	64.47	56.69	55.39	52.69	60.04	63.76	59.09	63.54	53.49	54.88	63.1	54.97	53.25	57.94	57.41	61.08
2022-07-20	am 11:32:40	56.83	64.09	56.51	55.36	52.47	59.74	59.68	58.94	63.24	53.46	54.45	63.56	54.78	52.7	57.95	57.35	61.07
2022-07-20	am 11:32:50	56.05	63.77	56.6	55.35	53.05	59.56	59.67	58.59	63.38	53.43	53.76	63.28	54.53	52.6	58.14	56.73	60.81
2022-07-20	am 11:33:00	55.53	63.66	57.17	55.61	53.65	59.22	58.02	58.11	63	54.09	53.5	62.88	54.41	53.12	58.51	56.42	59.97
2022-07-20	am 11:33:10	55.81	63	57.36	56	53.33	58.97	60.28	58.22	62.73	54.26	53.96	62.82	54.29	53.37	58.56	56.92	59.65
2022-07-20	am 11:33:20	55.89	63.18	57.11	56.01	53.28	59.56	61.39	58.16	62.99	54.24	54.02	62.73	54.69	53.28	57.93	56.85	60.05
2022-07-20	am 11:33:30	55.87	62.66	56.63	55.78	52.17	59.25	60.67	58.04	62.69	53.67	53.73	62.64	54.49	52.52	57.02	56.76	60.09
2022-07-20	am 11:33:40	55.63	62.59	56.12	55.12	51.44	59.34	60.94	57.99	62.63	53.03	53.08	62.2	54.19	51.79	56.24	56.54	60.35
2022-07-20	am 11:33:50	55.37	62.39	55.59	54.6	51.42	58.98	59.24	57.67	62.35	52.75	52.62	61.86	53.54	51.37	55.74	56.13	60.21
2022-07-20	am 11:34:00	54.63	61.92	55.37	54.5	51.29	58.52	56.26	57.25	61.96	52.42	52.21	61.39	53.42	51.03	55.7	55.31	59.23
2022-07-20	am 11:34:10	54.75	61.21	54.86	54.07	50.76	57.9	57.34	56.66	61.42	51.96	52.18	61.22	53	50.64	55.66	55.44	58.52
2022-07-20	am 11:34:20	54.81	61.54	54.5	53.72	50.73	57.99	57.42	56.9	61.34	51.55	51.99	60.99	52.72	50.5	55.08	55.24	59.1
2022-07-20	am 11:34:30	54.52	61.55	54.29	53.31	50.46	58.12	54.32	56.78	61.08	50.95	51.81	60.64	52.24	50.29	54.86	54.8	59.08
2022-07-20	am 11:34:40	53.9	60.91	53.94	52.73	50.26	57.72	52.22	56.36	60.66	50.6	51.11	60.01	51.65	49.85	54.52	54.2	58.48
2022-07-20	am 11:34:50	53.51	60.28	53.63	52.4	49.99	57.28	53.48	55.88	60.03	50.48	50.72	59.92	51.57	49.63	54.06	53.97	57.69
2022-07-20	am 11:35:00	52.99	59.51	53.67	52.17	49.86	56.6	54.86	55.33	59.64	50.45	50.51	59.63	51.32	49.27	54.05	53.81	57.25
2022-07-20	am 11:35:10	52.29	59.07	53.53	51.97	49.88	56.17	55.93	55	59.24	50.4	49.97	59.26	51.22	48.93	53.66	53.31	57.01
2022-07-20	am 11:35:20	52.21	58.9	53.28	51.87	49.45	55.74	56.88	54.82	58.68	50.18	49.8	59.23	50.8	48.91	53.46	53.2	57.01
2022-07-20	am 11:35:30	52.46	58.97	52.98	51.67	49.06	55.7	58.34	54.79	58.4	49.94	49.98	58.93	50.59	48.8	52.94	53.29	56.9
2022-07-20	am 11:35:40	52.42	58.98	52.68	51.49	49.72	55.63	56.09	54.54	58.28	49.84	49.8	58.65	50.34	48.69	52.55	53.21	56.99
2022-07-20	am 11:35:50	52.49	58.79	52.81	51.45	49.33	55.48	53.93	54.47	58.25	49.69	49.71	58.47	50.18	48.65	52.77	53.1	57.39
2022-07-20	am 11:36:00	52.28	58.41	52.49	51.14	48.59	55.13	63.63	54.07	58.23	49.25	49.48	58.65	49.99	48.19	52.55	52.99	56.97
2022-07-20	am 11:36:10	51.88	58.27	52.03	50.69	48.58	55.17	54.27	54.03	58.06	48.81	48.99	58.21	49.71	47.86	52.06	52.48	56.7
2022-07-20	am 11:36:20	51.31	57.71	51.98	50.38	48.49	54.87	52.46	53.82	57.55	48.54	48.59	57.67	49.39	47.61	51.95	52.06	56.59
2022-07-20	am 11:36:30	51.18	57.2	51.84	50.23	48.25	54.4	52.33	53.19	57.17	48.42	48.38	57.58	49.19	47.47	51.96	52	55.6
